Language_name	Example_number	Example_type	Primary_text	Original_orthography	Analyzed_text	Gloss	Translation
Xârâcùù	51	Elicited from speaker	Kamûrû fabata na xötö.		kamûrû fa-bata na xötö	man CAUS-fear PST boy	The man frightened the boy.
Xârâcùù	52	Naturalistic spoken	È bata taa tèpe.		è bata taa tèpe	3SG fear NBEN speak	He is afraid of speaking.
Xârâcùù	53	Elicited from speaker	Xötö bata xwi cara na kamûrû.		xötö bata=xwi=cara na kamûrû	boy fear=make=ashamed PST man	The boy feared the man. / The boy was afraid of the man.
Xârâcùù	54	Elicited from speaker	Xötö pwâxwâ xwèrii na kamûrû.		xötö pwâxwâ xwèrii na kamûrû	boy much want PST man	The boy liked the man.
Xârâcùù	55	Naturalistic spoken	A kamûrû nä, acaa.		a kamûrû nä a-caa	DEM man DEM NMLZ-hunt	This man is a hunter/fisherman.
Xârâcùù	56	Naturalistic spoken	Ke da nènö-rö nô.		ke da nènö-rö nô	2SG eat GEN.CLF(food)-2SG.POSS fish	You are eating fish. / You are eating your food (which is) fish.
Xârâcùù	57	Elicited from speaker	Nèxuu kê na pââ.		nèxuu kê na pââ	girl eat.starch PST bread	The girl ate the entire bread.
Xârâcùù	58	Elicited from speaker	Nèxuu kê na kèwâ pââ.		nèxuu kê na kèwâ pââ	girl eat.starch PST from bread	The girl ate some bread.
Xârâcùù	59	Elicited from speaker	Kamûrû chèxô na.		kamûrû chèxô na	man cough PST	The man coughed.
Xârâcùù	60	Elicited from speaker	Kamûrû cuè na (tö nêdöö).		kamûrû cuè na tö nêdöö	man sit PST at ground	The man was sitting (on the floor).
Xârâcùù	61	Naturalistic spoken	Ri ùcuè.		ri ù-cuè	3PL MID-sit	They are gathering. / They are sitting together.
Xârâcùù	62	Elicited from speaker	Xötö mêrê.		xötö mêrê	boy hungry	The boy is hungry.
Xârâcùù	63	Elicited from speaker	Xötö xùpè.		xötö xùpè	boy cold	The boy is cold.
Xârâcùù	64	Naturalistic spoken	Xùpè sé na amû.		xùpè sé na amû	cold big PST yesterday	It was cold yesterday.
Xârâcùù	65	Naturalistic spoken	Nâ nä faînû rèè ngê nââ xârâcùù.		nâ nä fa-înû rè-è ngê nââ xârâcùù	1SG IPFV CAUS-learn IPFV-3SG INS language Xârâcùù	I am teaching him the Xârâcùù language.
Xârâcùù	66	Naturalistic spoken	Nâ faînû xù è ngê nââ xârâcùù.		nâ fa-înû xù è ngê nââ-xârâcùù	1SG CAUS-learn BEN 3SG INS language-Xârâcùù	I am teaching him the Xârâcùù language. / Lit. I am teaching to him with the Xârâcùù language.
Xârâcùù	67	Naturalistic spoken	È bu bu rè nêdökètè.		è bu bu rè nêdökètè	3SG smell smell POSS earth	He smells a smell coming from the earth. / Lit. He smells a smell of earth.
Xârâcùù	68	Elicited from speaker	Nèxuu famwâmwâ na xûûchî (ngê örööpe).		nèxuu fa-mwâmwâ na xûûchî ngê örööpe	girl CAUS-dress PST child INS robe	The girl dressed the child (with a robe).
Xârâcùù	69	Elicited from speaker	Nèxuu ngûrû na xûûchî.		nèxuu ngûrû na xûûchî	girl wash PST child	The girl washed the child.
Xârâcùù	70	Elicited from speaker	Kamûrû ngûrû mûgé na è.		kamûrû ngûrû mûgé na è	man wash return PST 3SG	The man washed (himself). / The man washed him again.
Xârâcùù	71	Naturalistic spoken	Nâ xii è.		nâ xii è	1SG shave 3SG	I shave him.
Xârâcùù	72	Naturalistic spoken	Nâ xii.		nâ xii	1SG shave	I shave.
Xârâcùù	73	Elicited from speaker	Nèxuu pè na péci taa afainû.		nèxuu pè na péci taa a-fa-inû	girl take PST book NBEN NMLZ-CAUS-learn	The girl took the book from the teacher. / The girl got the book from the teacher.
Xârâcùù	74	Elicited from speaker	Kamûrû wâ paiimè.		kamûrû wâ paii-mè	man PFV sick-completely	The man died.
Xârâcùù	75	Naturalistic spoken	Nâ nimè.		nâ nimè	1SG blink	I am blinking (my eyes).
Xârâcùù	76	Elicited from speaker	Kamûrû téé fè na xötö.		kamûrû téé fè na xötö	man look DIR PST boy	The man looked at the boy (who was going away).
Xârâcùù	77	Elicited from speaker	Kamûrû téé mê na xötö.		kamûrû téé mê na xötö	man look come PST boy	The man looked at the boy (who was coming).
Xârâcùù	78	Naturalistic spoken	Nâ nârâ chaa kâmûrû.		nâ nârâ chaa kâmûrû	1SG feel.pity one man	I feel pity for someone. / I am thinking about someone.
Xârâcùù	79	Naturalistic spoken	Nâ nä nârâ rè kamè-nâ.		nâ nä nârâ rè kamè-nâ	1SG IPFV think IPFV house-1SG	I am homesick. / I am thinking about my house.
Xârâcùù	80	Naturalistic spoken	È wâ fâwi chaaké dèèri mè ri wâ fè piicè rè ru.		è wâ fâwi chaaké dèèri mè ri wâ fè piicè rè ru	3SG PFV choose several people in.order.to 3PL PFV go search.for POSS 3DU	He chooses several persons to go search for the two of them.
Xârâcùù	81	Naturalistic spoken	Wîrî wâ piicè nèmêrèbwaa-rè.		wîrî wâ piicè nè-mêrèbwaa-rè	2PL PFV search.for NMLZ-stay-3SG	You are going to search for a place to stay.
Xârâcùù	82	Naturalistic spoken	È nä piicè rè nea rèè tö kètè wânîî.		è nä piicè rè nea rè-è tö kètè wânîî	3SG IPFV search.for IPFV knife POSS-3SG at place all	He is searching for his knife everywhere.
Xârâcùù	83	Naturalistic spoken	Ri ciiwi ri.		ri ciiwi ri	3PL help 3PL	They are helping them. / They are helping each other.
Xârâcùù	84	Elicited from speaker	Kamûrû ciiwi na nèxuu tiwâ kèè-caa.		kamûrû ciiwi na nèxuu tiwâ kèè-caa	man help PST girl about NMLZ-fish	The man helped the girl fishing.
Xârâcùù	85	Elicited from speaker	Kamûrû fèèté na nèxuu xû xwâî.		kamûrû fèèté na nèxuu xû xwâî	man follow PST girl on road	The man followed the girl on the road.
Xârâcùù	86	Naturalistic spoken	Dèèri mê anyââ pùùtè tö Kwênyêngêrê.		dèèri mê anyââ pùùtè tö Kwênyêngêrê	people and Mummy meet at Kwênyêngêrê	People and Mummy meet at Kwênyêngêrê.
Xârâcùù	87	Elicited from speaker	Kamûrû mê nèxuu pùùtè na.		kamûrû mê nèxuu pùùtè na	man and girl meet PST	The man met the girl.
Xârâcùù	88	Elicited from speaker	Kamûrû pùùtè na niè mê nèxuu.		kamûrû pùùtè na niè mê nèxuu	man meet PST 3SG.INDEP.PRON and girl	The man met the girl. / lit. The man met, he and the girl."
Xârâcùù	89	Elicited from speaker	Kamûrû tèpe na wâ nèxuu xù xötö.		kamûrû tèpe na wâ nèxuu xù xötö	man talk PST about girl BEN boy	The man talked to the boy about the girl.
Xârâcùù	90	Naturalistic spoken	Ke tèpe wâ puu-rö mê nîî-rö.		ke tèpe wâ puu-rö mê nîî-rö	2SG talk about origin-2SG and name-2SG	You are talking about your origin and your name.
Xârâcùù	91	Naturalistic spoken	Xwârè bwa ke mââ ciköpuru na êê xacè ngê xwâ-Jarimwâ.		xwârè bwa ke mââ ciköpuru na êê xa-cè ngê xwâ-Jarimwâ	river DEM 2SG just cross PST 3SG.NPERS speak-for.a.specific.goal INS river-Jarimwâ	The river you just crossed is called river Jarimwâ.
Xârâcùù	92	Elicited from speaker	Anyââ satee na xuu xûûchî rèè.		anyââ satee na xuu xûûchî rè-è	Mummy hug PST small child POSS-3SG	Mummy hugged her young child.
Xârâcùù	93	Naturalistic spoken	Nâ tapöru kwââ.		nâ ta-pöru kwââ	1SG use.a.stick-peel tree	I am peeling the tree.
Xârâcùù	94	Naturalistic spoken	Ri fètaa kwââ-ri nä ri döö fädë péré toa ti xûâ.		ri fè-taa kwââ-ri nä ri döö fädë péré toa ti xûâ	3PL go-leave boat-3PL then 3PL bare.hands walk go.up upwards to village	They leave their boat and go up to the village with bare hands.
Xârâcùù	95	Elicited from speaker	Kamûrû péré na nyîdöökwè.		kamûrû péré na nyîdöö-kwè	man go.up PST ridge-mountain	The man climbed on the hill.
Xârâcùù	96	Elicited from speaker	Xûûchî pûxûrû na.		xûûchî pûxûrû na	child run PST	The child ran.
Xârâcùù	97	Elicited from speaker	Xûûchî cîchéé na ti nêdöö.		xûûchî cî-chéé na ti nêdöö	child jump-down PST at ground	The child jumped on the floor (from a chair, a wall...)."
Xârâcùù	98	Elicited from speaker	Kamûrû cuè chéé na (tö nêdöö).		kamûrû cuè chéé na tö nêdöö	man sit down PST at ground	The man sat (on the floor).
Xârâcùù	99	Elicited from speaker	Xötö xô na (chaa söö).		xötö xô na chaa söö	boy sing PST one song	The boy sang (a song).
Xârâcùù	100	Naturalistic spoken	È xô xöru bare kèèrè märä.		è xô xöru bare kèèrè märä	3SG sing well also as bird	He sings as well as birds.
Xârâcùù	101	Naturalistic spoken	Pa xûûchî fè ti xwârè.		pa xûûchî fè ti xwârè	COLL child go at river	Children are going to the river.
Xârâcùù	102	Naturalistic spoken	Xötö wâ fè na kè döxûâ.		xötö wâ fè na kè döxûâ	boy PFV go PST from village	The boy left the village.
Xârâcùù	103	Naturalistic spoken	È bata taa na fètaa rè mwâciri rèè.		è bata taa na fè-taa rè mwâciri rè-è	3SG fear NBEN PST go-leave POSS country POSS-3SG	He was afraid to leave his country.
Xârâcùù	104	Naturalistic spoken	Ri fètaa na kwââ-ri.		ri fè-taa na kwââ-ri	3PL go-leave PST boat-3PL	They left their boat.
Xârâcùù	105	Naturalistic spoken	Ri muru tö xwârè.		ri muru tö xwârè	3PL live at river	They are living at the river.
Xârâcùù	106	Naturalistic spoken	Pa xûûchî mwârâ tö nèkèxûâ.		pa xûûchî mwârâ tö nèkèxûâ	COLL child play at outside	The children are playing outside.
Xârâcùù	107	Naturalistic spoken	Pâê nä tèpe mê mwârâ döbwanä ri nä pètù rè döxöu.		pâê nä tèpe mê mwârâ döbwanä ri nä pètù rè döxöu	COLL.woman IPFV talk and laugh while 3PL IPFV plait IPFV mat	Women are talking and laughing while they are plaiting mats.
Xârâcùù	108	Naturalistic spoken	Nâ ngââ chavaa lotoo xù chaa kâmûrû.		nâ ngââ chavaa lotoo xù chaa kâmûrû	1SG scream pay.attention car BEN one man	I scream to warn someone of the car.
Xârâcùù	109	Elicited from speaker	Wâpwéé mê rè nâ paii.		wâpwéé mê rè nâ paii	inside arm POSS 1SG hurt	My arm hurts.
Xârâcùù	110	Naturalistic spoken	Siè xêê-da rè nâ, pââ-nâ paii.		siè xêê-da rè nâ pââ-nâ paii	not.exist possibility-eat POSS 1SG tooth-1SG hurt	I can't eat, my teeth hurt."
Xârâcùù	111	Naturalistic spoken	Nâ nârâyaa wâ panèè-nâ.		nâ nârâ-yaa wâ panèè-nâ	1SG think-badly about father-1SG	I regret my father. / I am sad because of my father.
Xârâcùù	112	Naturalistic spoken	Nâ nârâyaa.		nâ nârâ-yaa	1SG think-badly	I am sad.
Xârâcùù	113	Naturalistic spoken	Kwâ wâ mutu na.		kwâ wâ mutu na	boat PFV sink PST	The boat sank.
Xârâcùù	114	Naturalistic spoken	Ku kê.		ku kê	yam burn	The yam is burnt.
Xârâcùù	115	Naturalistic spoken	Kâmîâ kê nùi a.		kâmîâ kê nùi a	sun burn island DEM	The sun is burning the island.
Xârâcùù	116	Naturalistic spoken	È wâ mëtë xöru na mèi.		è wâ mëtë xöru na mèi	3SG PFV dry well SM grass	The grass is very dry.
Xârâcùù	117	Naturalistic spoken	Xöu mëtë töwâ kâmîâ tö nä.		xöu mëtë töwâ kâmîâ tö nä	clothes dry at sun at there	Clothes are drying under the sun over there.
Xârâcùù	118	Naturalistic spoken	Nènyöwé wâ nä mëtë bwi.		nènyöwé wâ nä mëtë bwi	taro.field PFV IPFV dry slowly	The taro field is slowly getting dry.
Xârâcùù	119	Naturalistic spoken	Êê nää chûrû mê bikörö rè pîî-köfi.		êê nää chûrû mê bi-körö rè pîî-köfi	3SG.NPERS IPFV.PST grill and turn-break IPFV seed-coffee	We used to grill and grind coffee beans.
Xârâcùù	120	Naturalistic spoken	Kachuupôô kîî xwâî mwîrî.		Kachuupôô kîî xwâî mwîrî	Kachuupôô dig path DEM	Kachuupôô digs the tunnel.
Xârâcùù	121	Naturalistic spoken	Gwèè îrî nää sëi ngê nachê.		gwèè îrî nää sëi ngê nachê	in.the.past 1PL.INCL IPFV.PST dig INS wooden.shovel	In the past we used to dig with a wooden shovel.
Xârâcùù	122	Elicited from speaker	Balôô nä cipwîrî.		balôô nä ci=pwîrî	ball IPFV spread=roll	The ball is rolling.
Xârâcùù	123	Naturalistic spoken	Pwââxwâ xô mè xwata wîrî!		pwââxwâ xô mè xwata wîrî	very sing that hear 2PL	Sing louder so that we can hear you!
Xârâcùù	124	Naturalistic spoken	È sii xwata tönû.		è sii xwata tönû	3SG NEG hear totally	He doesn't listen at all. / He doesn't listen to anything.
Xârâcùù	125	Naturalistic spoken	Xwata kèè-sööté rè apaa tö nuö!		xwata kèè-sööté rè apaa tö nuö	hear NMLZ-make.noise POSS Daddy in forest	Listen to the noise that Daddy makes in the forest!
Xârâcùù	126	Elicited from speaker	Kwé bö.		kwé bö	water boil	Water is boiling.
Xârâcùù	127	Naturalistic spoken	Kamûrû nä abaa tö kûcaa rè xwâî.		kamûrû nä abaa tö kûcaa rè xwâî	man IPFV appear at corner POSS road	The man appears at the corner of the road.
Xârâcùù	128	Naturalistic spoken	Xûûchî têî.		xûûchî têî	child cry	The child is crying.
Xârâcùù	129	Naturalistic spoken	Mârâdii a ne têîdùù rè kä-rè mwiri.		mârâdii a nä têî-dùù rè kä-rè mwiri	snake DEM IPFV cry-about IPFV skin-3SG DEM	The snake is crying about his skin.
Xârâcùù	130	Naturalistic spoken	Nâ siè nârâ mè wîrî nöö Cöö.		nâ siè nârâ mè wîrî nöö Cöö	1SG NEG think that 2PL stay Thio	I don't think you are living in Thio.
Xârâcùù	131		Nâ siè tâmwâ kètè bwa rè nöö nä.		nâ siè tâmwâ kètè bwa rè nöö nä	1SG NEG know place DEM 3SG stay there	I don't know where he is staying. / lit. I don't know the place he is staying there.
Xârâcùù	132		Ke tâmwâ kèè-fârâ.		ke tâmwâ kèè-fârâ	2SG know NMLZ-count	You know how to count.
Xârâcùù	133		Nâ tâmwâ xöru è.		nâ tâmwâ xöru è	1SG know well 3SG	I know him well.
Xârâcùù	134		Q. Yaapè ché na xù rö? A. Nâ tâmwâ.		yaapè ché na xù rö nâ tâmwâ	who say PST BEN 2SG 1SG know	Who told you? - I know it.
Xârâcùù	135		Ke tâmwâ kaù mè nâ mââ xöyö chaa sê ngürü?		ke tâmwâ kaù mè nâ mââ xöyö chaa sê ngürü	2SG know INTERR that 1SG just marry one woman black	Do you know that I just married a Kanak woman?
Xârâcùù	136	Naturalistic spoken	Nâ nârâ mè ûrû nä ùpùùtè rè ngê chaa daa...		nâ nârâ mè ûrû nä ù-pùùtè rè ngê chaa daa	1SG think that 1DU.INCL IPFV RECP-meet IPFV during one day	I think we will meet [again] one day...
Xârâcùù	137		Wîrî nä xâpârî rè chaa mwââxiti.		wîrî nä xâpârî rè chaa mwââ-xiti	2PL IPFV see IPFV one house-holy	You will see a church.
Xârâcùù	138	Naturalistic spoken	È xâpârî xöru kèèrè gu.		è xâpârî xöru kèèrè gu	3SG see well as 1SG	He sees as well as I do.
Xârâcùù	139		Arè è xöru mè nâ nä xacië röö xù aaxa.		arè è xöru mè nâ nä xacië rö-ö xù aaxa	tomorrow 3SG well that 1SG IPFV show IPFV-2SG BEN chief	Tomorrow, I will introduce you to the chief."
Xârâcùù	140		È dù mè ke xacè è ngê Myriam.		è dù mè ke xacè è ngê Myriam	3SG possible that 2SG call 3SG INS Myriam	You can call her Myriam.
Xârâcùù	141		Rè tèpe kaù ngê nââ pwângara, na aaxa röö?		rè tèpe kaù ngê nââ pwângara na aaxa rö-ö	3SG speak INTERR INS language white.people SM chief POSS-2SG	Is your chief speaking French? / Is your chief speaking with the French language?
Xârâcùù	142		Rè ché na xù nû mè è nä dù rè mè göu fè téé rèè anâ.		rè ché na xù nû mè è nä dù rè mè göu fè téé rè-è anâ	3SG say PST BEN 1SG that 3SG IPFV possible IPFV that 2DU go see POSS-3SG now	He said to me that you can go and see him now.
Xârâcùù	143		Wâ xutuè ûrû siè ùxâpârî rû.		wâ xutuè ûrû siè ù-xâpârî rû	PFV long.time 1DU.INCL NEG RECP-see 1DU.INCL	It has been a while since we didn't see each other.
Xârâcùù	144		Nâ nä xwi rè chaa xiti nârâ kèè-faabaa rö xù dèèri kè xûâ.		nâ nä xwi rè chaa xiti nârâ kèè-fa-abaa rö xù dèèri kè xûâ	1SG IPFV do IPFV one feast for NMLZ-CAUS-appear 2SG BEN people from village	I will organize a feast to introduce you to the people of the village.
Xârâcùù	145		Ke néxä kaù kèè-xê?		ke néxä kaù kèè-xê	2SG know INTERR NMLZ-swim	Do you know how to swim?
Xârâcùù	146		Rè va dù xuu kèè-xê rè nâ mè nâ muru taa kèè-nä mutu rè nâ.		rè va dù xuu kèè-xê rè nâ mè nâ muru taa kèè-nä-mutu rè nâ	3SG really possible small NMLZ-swim POSS 1SG that 1SG live NBEN NMLZ-IPFV-sink POSS 1SG	Indeed, I only swim a little so that I escape from drowning.."
Xârâcùù	147		Ri pisi cè nênê-ri, nä ri wâ da.		ri pisi cè nênê-ri nä ri wâ da	3PL look.for for.a.specific.goal food-POSS.3PL then 3PL PFV eat	The looked for food, and then ate."
Xârâcùù	148		Pa Pokwé tê kwii mwîrî nä rè chètùrù kwââ-dèèri rè Deekwââxiti.		pa Pokwé tê kwii mwîrî nä rè chètùrù kwââ-dèèri rè Deekwââxiti	COLL Uvéa throw rope DEM then 3SG block boat-people POSS Deekwââxiti	People from Uvea throw a rope which blocks up the boat of Deekwââxiti's men.
Xârâcùù	149		Tê chéé ri xêvadi tö nêböö-kwâ!		tê chéé ri xêvadi tö nêböö-kwâ	throw down 3PL all to inside-boat	Throw them all in the boat!
Xârâcùù	150	Naturalistic spoken	Êê pwââxwâ tèpe wâ nèpwéé-kètè Cöö.		êê pwââxwâ tèpe wâ nèpwéé-kètè Cöö	3SG.INDEF much talk about inside-place Thio	One has so often talked about the Thio region.
